,state,state_code,constituency,constituency_code,candidate_name,party,evm_votes,postal_votes,total_votes,percent_of_votes,migrant_votes
4548,Nagaland,S17,Nagaland,1,Hayithung Tungoe,National People's Party,14219,778,14997,1.49,0
4549,Nagaland,S17,Nagaland,1,Tokheho Yepthomi,Nationalist Democratic Progressive Party,499683,827,500510,49.73,0
4550,Nagaland,S17,Nagaland,1,Dr. M M Thromwa Konyak,Independent,4316,304,4620,0.46,0
4551,Nagaland,S17,Nagaland,1,NOTA,None of the Above,2009,55,2064,0.21,0
4552,NCT OF Delhi,U05,CHANDNI CHOWK,1,JAI PRAKASH AGARWAL,Indian National Congress,290689,221,290910,29.67,0
4553,NCT OF Delhi,U05,CHANDNI CHOWK,1,PANKAJ KUMAR GUPTA,Aam Aadmi Party,144447,104,144551,14.74,0
4554,NCT OF Delhi,U05,CHANDNI CHOWK,1,SHAHID ALI,Bahujan Samaj Party,9013,13,9026,0.92,0
4555,NCT OF Delhi,U05,CHANDNI CHOWK,1,HARSH VARDHAN,Bharatiya Janata Party,517939,1116,519055,52.94,0
4556,NCT OF Delhi,U05,CHANDNI CHOWK,1,ANIL KUMAR,Rashtriya Rashtrawadi Party,1436,0,1436,0.15,0
4557,NCT OF Delhi,U05,CHANDNI CHOWK,1,ASHOK KUMAR,Republican Party of India (A),273,0,273,0.03,0
4558,NCT OF Delhi,U05,CHANDNI CHOWK,1,INDER SEN,Rashtriya Samrasta Party,216,0,216,0.02,0
4559,NCT OF Delhi,U05,CHANDNI CHOWK,1,MOHD. IRFAN JAVED QURESHI,Ekta Samaj Party,1270,0,1270,0.13,0
4560,NCT OF Delhi,U05,CHANDNI CHOWK,1,KAMAL KISHOR,Peoples Party of India (Democratic),331,1,332,0.03,0
4561,NCT OF Delhi,U05,CHANDNI CHOWK,1,DEEPTI CHOPRA,Prism,233,0,233,0.02,0
4562,NCT OF Delhi,U05,CHANDNI CHOWK,1,DHEER SINGH,Rashtriya Jansambhavna Party,249,0,249,0.03,0
4563,NCT OF Delhi,U05,CHANDNI CHOWK,1,RAVINDRA,Kanshiram Bahujan Dal,369,0,369,0.04,0
4564,NCT OF Delhi,U05,CHANDNI CHOWK,1,RICHA KATIYAR KANAUJIA,Right to Recall Party,474,1,475,0.05,0
4565,NCT OF Delhi,U05,CHANDNI CHOWK,1,VISHAL KHANNA,Sanatan Sanskriti Raksha Dal,485,0,485,0.05,0
4566,NCT OF Delhi,U05,CHANDNI CHOWK,1,VIRENDER PRATAP SINGH,Aapki Apni Party (Peoples),741,3,744,0.08,0
4567,NCT OF Delhi,U05,CHANDNI CHOWK,1,SHARESTHA ARORA,Mazdoor Kirayedar Vikas Party,1143,0,1143,0.12,0
4568,NCT OF Delhi,U05,CHANDNI CHOWK,1,SATDEV JAIN,"Proutist Bloc, India",1215,0,1215,0.12,0
4569,NCT OF Delhi,U05,CHANDNI CHOWK,1,SAMEER MIRZA,Bharat Prabhat Party,423,1,424,0.04,0
4570,NCT OF Delhi,U05,CHANDNI CHOWK,1,SUMAN DEVI,Bharat Lok Sewak Party,236,0,236,0.02,0
4571,NCT OF Delhi,U05,CHANDNI CHOWK,1,SOHAN LAL SHARMA,Rashtra Nirman Party,501,0,501,0.05,0
4572,NCT OF Delhi,U05,CHANDNI CHOWK,1,SAURABH RANJAN,Pyramid Party of India,243,0,243,0.02,0
4573,NCT OF Delhi,U05,CHANDNI CHOWK,1,JUGAL KISHOR,Independent,268,0,268,0.03,0
4574,NCT OF Delhi,U05,CHANDNI CHOWK,1,PANKAJ GUPTA,Independent,670,0,670,0.07,0
4575,NCT OF Delhi,U05,CHANDNI CHOWK,1,FARHA DEEBA,Independent,241,0,241,0.02,0
4576,NCT OF Delhi,U05,CHANDNI CHOWK,1,MUNNA LAL,Independent,393,0,393,0.04,0
4577,NCT OF Delhi,U05,CHANDNI CHOWK,1,RAVI KUMAR,Independent,299,0,299,0.03,0
4578,NCT OF Delhi,U05,CHANDNI CHOWK,1,NOTA,None of the Above,5124,9,5133,0.52,0
4579,NCT OF Delhi,U05,EAST DELHI,3,ARVINDER SINGH LOVELY,Indian National Congress,304718,216,304934,24.24,0
4580,NCT OF Delhi,U05,EAST DELHI,3,ATISHI,Aam Aadmi Party,219156,172,219328,17.44,0
4581,NCT OF Delhi,U05,EAST DELHI,3,GAUTAM GAMBHIR,Bharatiya Janata Party,695109,1047,696156,55.35,0
4582,NCT OF Delhi,U05,EAST DELHI,3,SANJAY KUMAR,Bahujan Samaj Party,19033,57,19090,1.52,0
4583,NCT OF Delhi,U05,EAST DELHI,3,AJAY CHAUDHARY,Aapki Apni Party (Peoples),1282,0,1282,0.1,0
4584,NCT OF Delhi,U05,EAST DELHI,3,ANUPAM TRIPATHI,Bhartiya Kisan Party,288,1,289,0.02,0
4585,NCT OF Delhi,U05,EAST DELHI,3,AMANULLAH AHMED,Bhartiya Insan Party,512,0,512,0.04,0
4586,NCT OF Delhi,U05,EAST DELHI,3,DR. KRISHAN SINGH CHAUHAN,Peoples Party of India (Democratic),643,0,643,0.05,0
4587,NCT OF Delhi,U05,EAST DELHI,3,DEEPTI NADELLA,Pyramid Party of India,323,0,323,0.03,0
4588,NCT OF Delhi,U05,EAST DELHI,3,D. DURGA PRASAD,Challengers Party,274,0,274,0.02,0
4589,NCT OF Delhi,U05,EAST DELHI,3,NEERU MONGIA,Prism,255,0,255,0.02,0
4590,NCT OF Delhi,U05,EAST DELHI,3,MUKESH JADLY,Uttarakhand Pragatisheel Party,943,0,943,0.07,0
4591,NCT OF Delhi,U05,EAST DELHI,3,MOHAN LAL SHARMA,Satya Bahumat Party,352,0,352,0.03,0
4592,NCT OF Delhi,U05,EAST DELHI,3,MANJEET SINGH,Rashtra Nirman Party,634,0,634,0.05,0
4593,NCT OF Delhi,U05,EAST DELHI,3,MANJU CHHIBBER,Republican Party of India (A),503,0,503,0.04,0
4594,NCT OF Delhi,U05,EAST DELHI,3,SATISH KUMAR PRAJAPATI,Mazdoor Kirayedar Vikas Party,1239,0,1239,0.1,0
4595,NCT OF Delhi,U05,EAST DELHI,3,SURENDER GUPTA,National Apni Party,1044,0,1044,0.08,0
4596,NCT OF Delhi,U05,EAST DELHI,3,HAFIZ BURHANUDDIN,The National Road Map Party of India,699,0,699,0.06,0
4597,NCT OF Delhi,U05,EAST DELHI,3,HITESH KUMAR,Jai Prakash Janata Dal,937,0,937,0.07,0
4598,NCT OF Delhi,U05,EAST DELHI,3,ASHOK SURANA,Independent,650,0,650,0.05,0
4599,NCT OF Delhi,U05,EAST DELHI,3,MANOJ KUMAR GUPTA,Independent,496,0,496,0.04,0
4600,NCT OF Delhi,U05,EAST DELHI,3,RAVI KUMAR,Independent,328,0,328,0.03,0
4601,NCT OF Delhi,U05,EAST DELHI,3,RAHIMUDDIN SHAH,Independent,318,0,318,0.03,0
4602,NCT OF Delhi,U05,EAST DELHI,3,RAJ KUMAR DHINGIYA,Independent,586,0,586,0.05,0
4603,NCT OF Delhi,U05,EAST DELHI,3,SHIV KUMAR,Independent,408,0,408,0.03,0
4604,NCT OF Delhi,U05,EAST DELHI,3,HARBALWINDER SINGH,Independent,677,1,678,0.05,0
4605,NCT OF Delhi,U05,EAST DELHI,3,NOTA,None of the Above,4907,13,4920,0.39,0
4606,NCT OF Delhi,U05,NEW DELHI,4,AJAY MAKAN,Indian National Congress,247429,273,247702,26.91,0
4607,NCT OF Delhi,U05,NEW DELHI,4,BRIJESH GOYAL,Aam Aadmi Party,150203,139,150342,16.33,0
4608,NCT OF Delhi,U05,NEW DELHI,4,MEENAKASHI LEKHI,Bharatiya Janata Party,503157,1049,504206,54.77,0
4609,NCT OF Delhi,U05,NEW DELHI,4,UPENDRA,Anjaan Aadmi Party,1280,1,1281,0.14,0
4610,NCT OF Delhi,U05,NEW DELHI,4,UMESH CHANDRA GAUR,Republican Party of India (A),284,1,285,0.03,0
4611,NCT OF Delhi,U05,NEW DELHI,4,JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,404,1,405,0.04,0
4612,NCT OF Delhi,U05,NEW DELHI,4,NAVEEN KUMAR,Rashtriya Samrasta Party,257,0,257,0.03,0
4613,NCT OF Delhi,U05,NEW DELHI,4,NILANJAN BANERJEE,Bharat Lok Sewak Party,193,1,194,0.02,0
4614,NCT OF Delhi,U05,NEW DELHI,4,RAVINDER PAUL SEHGAL,Pyramid Party of India,323,0,323,0.04,0
4615,NCT OF Delhi,U05,NEW DELHI,4,RAJ KARAN,Corruption Abolition Party,275,0,275,0.03,0
4616,NCT OF Delhi,U05,NEW DELHI,4,RAJ SHEKHAR GUNTI,Prism,174,0,174,0.02,0
4617,NCT OF Delhi,U05,NEW DELHI,4,RAJESH SATIYA,Sanatan Sanskriti Raksha Dal,332,1,333,0.04,0
4618,NCT OF Delhi,U05,NEW DELHI,4,LAL JI,Akhand Rashtrawadi Party,307,0,307,0.03,0
4619,NCT OF Delhi,U05,NEW DELHI,4,VIRENDRA SINGH BHARAT,Rashtriya Rashtrawadi Party,530,0,530,0.06,0
4620,NCT OF Delhi,U05,NEW DELHI,4,K SREEKRISHNA,Jammu & Kashmir National Panthers Party,919,1,920,0.1,0
4621,NCT OF Delhi,U05,NEW DELHI,4,SUNIL,Aapki Apni Party (Peoples),1159,0,1159,0.13,0
4622,NCT OF Delhi,U05,NEW DELHI,4,SUNIL KUMAR,Peoples Party of India (Democratic),1272,0,1272,0.14,0
4623,NCT OF Delhi,U05,NEW DELHI,4,SWADESH KUMAR OHRI,Atulya Bharat Party,641,0,641,0.07,0
4624,NCT OF Delhi,U05,NEW DELHI,4,AJAY KUMAR LAL,Independent,639,0,639,0.07,0
4625,NCT OF Delhi,U05,NEW DELHI,4,AASHISH S SAXENA,Independent,198,0,198,0.02,0
4626,NCT OF Delhi,U05,NEW DELHI,4,KRIPASHANKAR C PANDEY,Independent,184,0,184,0.02,0
4627,NCT OF Delhi,U05,NEW DELHI,4,DILIP SINGH KOTHARI,Independent,255,0,255,0.03,0
4628,NCT OF Delhi,U05,NEW DELHI,4,PRIYANKA,Independent,289,0,289,0.03,0
4629,NCT OF Delhi,U05,NEW DELHI,4,RAMESH,Independent,200,0,200,0.02,0
4630,NCT OF Delhi,U05,NEW DELHI,4,SREE NIVASAN RAMAMOORTHY,Independent,237,1,238,0.03,0
4631,NCT OF Delhi,U05,NEW DELHI,4,SURESH KUMAR,Independent,721,0,721,0.08,0
4632,NCT OF Delhi,U05,NEW DELHI,4,HARKRISHAN DAS NIJHAWAN,Independent,609,1,610,0.07,0
4633,NCT OF Delhi,U05,NEW DELHI,4,NOTA,None of the Above,6585,16,6601,0.72,0
4634,NCT OF Delhi,U05,NORTH EAST DELHI,2,DILIP PANDEY,Aam Aadmi Party,190586,270,190856,13.06,0
4635,NCT OF Delhi,U05,NORTH EAST DELHI,2,MANOJ TIWARI,Bharatiya Janata Party,785262,2537,787799,53.9,0
4636,NCT OF Delhi,U05,NORTH EAST DELHI,2,RAJVEER SINGH,Bahujan Samaj Party,37630,201,37831,2.59,0
4637,NCT OF Delhi,U05,NORTH EAST DELHI,2,SHEILA DIKSHIT,Indian National Congress,421293,404,421697,28.85,0
4638,NCT OF Delhi,U05,NORTH EAST DELHI,2,AJAY BHAI,Right to Recall Party,1822,0,1822,0.12,0
4639,NCT OF Delhi,U05,NORTH EAST DELHI,2,ANURUDDH KUMAR DUBE,Bharat Lok Sewak Party,419,0,419,0.03,0
4640,NCT OF Delhi,U05,NORTH EAST DELHI,2,ABHINAV KUMAR,Sanyukt Vikas Party,309,0,309,0.02,0
4641,NCT OF Delhi,U05,NORTH EAST DELHI,2,AMIT KUMAR SHARMA,Sanjhi Virasat Party,419,0,419,0.03,0
4642,NCT OF Delhi,U05,NORTH EAST DELHI,2,J. K. JAIN,Jai Prakash Janata Dal,456,0,456,0.03,0
4643,NCT OF Delhi,U05,NORTH EAST DELHI,2,DAN BAHADUR YADAV,Bhartiya Janta Dal (Integrated),434,1,435,0.03,0
4644,NCT OF Delhi,U05,NORTH EAST DELHI,2,D. Durga Prasad,Challengers Party,684,0,684,0.05,0
4645,NCT OF Delhi,U05,NORTH EAST DELHI,2,PRADESH KUMAR,Sarvodaya Prabhat Party,740,0,740,0.05,0
4646,NCT OF Delhi,U05,NORTH EAST DELHI,2,MAHENDER PASWAN,Mazdoor Kirayedar Vikas Party,792,0,792,0.05,0
4647,NCT OF Delhi,U05,NORTH EAST DELHI,2,MUKESH,Aapki Apni Party (Peoples),1472,3,1475,0.1,0
4648,NCT OF Delhi,U05,NORTH EAST DELHI,2,MANAGER CHAURASIYA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1749,0,1749,0.12,0
4649,NCT OF Delhi,U05,NORTH EAST DELHI,2,MOHD. IRFAN,Bharat Prabhat Party,1746,0,1746,0.12,0
4650,NCT OF Delhi,U05,NORTH EAST DELHI,2,SUNIL VISHVAKARMA,Ambedkar National Congress,2147,1,2148,0.15,0
4651,NCT OF Delhi,U05,NORTH EAST DELHI,2,MOHD. HASAN,Republican Party of India (A),1342,1,1343,0.09,0
4652,NCT OF Delhi,U05,NORTH EAST DELHI,2,MD. AKRAM,Independent,805,0,805,0.06,0
4653,NCT OF Delhi,U05,NORTH EAST DELHI,2,ANIL KUMAR YADAV,Independent,1242,0,1242,0.08,0
4654,NCT OF Delhi,U05,NORTH EAST DELHI,2,AMRENDER KUMAR,Independent,531,0,531,0.04,0
4655,NCT OF Delhi,U05,NORTH EAST DELHI,2,MAHFOOZ KHAN,Independent,302,0,302,0.02,0
4656,NCT OF Delhi,U05,NORTH EAST DELHI,2,YOGESH SWAMY,Independent,544,0,544,0.04,0
4657,NCT OF Delhi,U05,NORTH EAST DELHI,2,S N SINGH,Independent,742,0,742,0.05,0
4658,NCT OF Delhi,U05,NORTH EAST DELHI,2,NOTA,None of the Above,4578,11,4589,0.31,0
4659,NCT OF Delhi,U05,NORTH WEST DELHI,5,GUGAN SINGH,Aam Aadmi Party,294662,104,294766,21.01,0
4660,NCT OF Delhi,U05,NORTH WEST DELHI,5,RAJESH LILOTHIA,Indian National Congress,236803,79,236882,16.88,0
4661,NCT OF Delhi,U05,NORTH WEST DELHI,5,HANS RAJ HANS,Bharatiya Janata Party,847737,926,848663,60.49,0
4662,NCT OF Delhi,U05,NORTH WEST DELHI,5,ISHWAR MANSUKH ISHU,Satya Bahumat Party,2348,0,2348,0.17,0
4663,NCT OF Delhi,U05,NORTH WEST DELHI,5,GAURAV BHATIA,Mazdoor Kirayedar Vikas Party,874,0,874,0.06,0
4664,NCT OF Delhi,U05,NORTH WEST DELHI,5,MADAN LAL BALMIKI,Rashtriya Samrasta Party,1175,0,1175,0.08,0
4665,NCT OF Delhi,U05,NORTH WEST DELHI,5,RAM KUMAR,Bhartiya Pragatisheel Congress,724,0,724,0.05,0
4666,NCT OF Delhi,U05,NORTH WEST DELHI,5,SURESH KUMAR,Socialist Janata Party,805,0,805,0.06,0
4667,NCT OF Delhi,U05,NORTH WEST DELHI,5,ADITI,Independent,1464,0,1464,0.1,0
4668,NCT OF Delhi,U05,NORTH WEST DELHI,5,"CHARAN SINGH ""BABRIK""",Independent,2915,0,2915,0.21,0
4669,NCT OF Delhi,U05,NORTH WEST DELHI,5,NAVEEN,Independent,2136,0,2136,0.15,0
4670,NCT OF Delhi,U05,NORTH WEST DELHI,5,NOTA,None of the Above,10199,11,10210,0.73,0
4671,NCT OF Delhi,U05,SOUTH DELHI,7,RAMESH BIDHURI,Bharatiya Janata Party,685789,1225,687014,56.58,0
4672,NCT OF Delhi,U05,SOUTH DELHI,7,RAGHAV CHADHA,Aam Aadmi Party,319770,201,319971,26.35,0
4673,NCT OF Delhi,U05,SOUTH DELHI,7,VIJENDER,Indian National Congress,164394,219,164613,13.56,0
4674,NCT OF Delhi,U05,SOUTH DELHI,7,SIDDHANT GAUTAM,Bahujan Samaj Party,14721,40,14761,1.22,0
4675,NCT OF Delhi,U05,SOUTH DELHI,7,Aditya Kumar Naveen,Hum Bhartiya Party,3892,0,3892,0.32,0
4676,NCT OF Delhi,U05,SOUTH DELHI,7,D. K. CHOPRA,All India Forward Bloc,366,1,367,0.03,0
4677,NCT OF Delhi,U05,SOUTH DELHI,7,JITENDRA SHARMA,Prism,200,0,200,0.02,0
4678,NCT OF Delhi,U05,SOUTH DELHI,7,DALBIR SINGH MALIK,Voters Party  International,314,0,314,0.03,0
4679,NCT OF Delhi,U05,SOUTH DELHI,7,DILIP KUMAR,Sanatan Sanskriti Raksha Dal,472,1,473,0.04,0
4680,NCT OF Delhi,U05,SOUTH DELHI,7,DEEPAK KUMAR,Aapki Apni Party (Peoples),929,0,929,0.08,0
4681,NCT OF Delhi,U05,SOUTH DELHI,7,DESH KUMAR,Akhil Bharatiya Jan Sangh,403,0,403,0.03,0
4682,NCT OF Delhi,U05,SOUTH DELHI,7,NAVANIT,National Youth Party,334,0,334,0.03,0
4683,NCT OF Delhi,U05,SOUTH DELHI,7,MAHENDER SINGH CHURIYANA,Peoples Party of India (Democratic),1019,0,1019,0.08,0
4684,NCT OF Delhi,U05,SOUTH DELHI,7,MATHEWS,Bhartiya Insan Party,1139,0,1139,0.09,0
4685,NCT OF Delhi,U05,SOUTH DELHI,7,MOHAN KUMAR GUPTA,Mazdoor Kirayedar Vikas Party,969,0,969,0.08,0
4686,NCT OF Delhi,U05,SOUTH DELHI,7,RAJENDRA PRASAD GUPTA,Parivartan Samaj Party,1897,0,1897,0.16,0
4687,NCT OF Delhi,U05,SOUTH DELHI,7,RAM KHILAWAN,"Proutist Bloc, India",2541,0,2541,0.21,0
4688,NCT OF Delhi,U05,SOUTH DELHI,7,K. ROSHAN KUMAR,Pyramid Party of India,1399,0,1399,0.12,0
4689,NCT OF Delhi,U05,SOUTH DELHI,7,SUMAN YADAV,Jai Maha Bharath Party,1531,6,1537,0.13,0
4690,NCT OF Delhi,U05,SOUTH DELHI,7,SUMEDHA BODH,Jan Samman party,1708,0,1708,0.14,0
4691,NCT OF Delhi,U05,SOUTH DELHI,7,SOBRAN SINGH CHAUHAN,Rashtriya Rashtrawadi Party,278,0,278,0.02,0
4692,NCT OF Delhi,U05,SOUTH DELHI,7,SANDEEP GUPTA,Rashtriya Jan  Adhikar Party,370,0,370,0.03,0
4693,NCT OF Delhi,U05,SOUTH DELHI,7,NAUSHA KHAN,Independent,214,1,215,0.02,0
4694,NCT OF Delhi,U05,SOUTH DELHI,7,BIRJU NAYAK,Independent,390,0,390,0.03,0
4695,NCT OF Delhi,U05,SOUTH DELHI,7,ROSHAN KUMAR CHOUDHARY,Independent,731,0,731,0.06,0
4696,NCT OF Delhi,U05,SOUTH DELHI,7,SUNIL KUMAR,Independent,390,0,390,0.03,0
4697,NCT OF Delhi,U05,SOUTH DELHI,7,HARSH NATH VERMA,Independent,1104,0,1104,0.09,0
4698,NCT OF Delhi,U05,SOUTH DELHI,7,NOTA,None of the Above,5247,17,5264,0.43,0
4699,NCT OF Delhi,U05,WEST DELHI,6,PARVESH SAHIB SINGH VERMA,Bharatiya Janata Party,862058,3590,865648,60.05,0
4700,NCT OF Delhi,U05,WEST DELHI,6,BALBIR SINGH JAKHAR,Aam Aadmi Party,251504,369,251873,17.47,0
4701,NCT OF Delhi,U05,WEST DELHI,6,MAHABAL MISHRA,Indian National Congress,286745,417,287162,19.92,0
4702,NCT OF Delhi,U05,WEST DELHI,6,SITA SARAN SEN,Bahujan Samaj Party,13202,67,13269,0.92,0
4703,NCT OF Delhi,U05,WEST DELHI,6,KULWINDER SINGH MEHTA,Pyramid Party of India,542,0,542,0.04,0
4704,NCT OF Delhi,U05,WEST DELHI,6,JANAK RAJ RANA,Akhand Rashtrawadi Party,329,0,329,0.02,0
4705,NCT OF Delhi,U05,WEST DELHI,6,DAYA NAND VATS,Republican Party of India (A),379,0,379,0.03,0
4706,NCT OF Delhi,U05,WEST DELHI,6,DHARAMBIR SINGH,Rashtriya Janshakti Party (Secular),551,0,551,0.04,0
4707,NCT OF Delhi,U05,WEST DELHI,6,POONAM UJJAINWAL,Peoples Party of India (Democratic),928,7,935,0.06,0
4708,NCT OF Delhi,U05,WEST DELHI,6,PROBIR DUTTA,Satya Bahumat Party,328,1,329,0.02,0
4709,NCT OF Delhi,U05,WEST DELHI,6,BAIDYANATH SAH,"Proutist Bloc, India",467,0,467,0.03,0
4710,NCT OF Delhi,U05,WEST DELHI,6,MANMOHAN SINGH,Rashtra Nirman Party,444,0,444,0.03,0
4711,NCT OF Delhi,U05,WEST DELHI,6,VIKASH KUMAR MOHAL,Aapki Apni Party (Peoples),894,1,895,0.06,0
4712,NCT OF Delhi,U05,WEST DELHI,6,SHASHI JEET,National Youth Party,718,1,719,0.05,0
4713,NCT OF Delhi,U05,WEST DELHI,6,SHISH PAL SINGH,Prism,538,0,538,0.04,0
4714,NCT OF Delhi,U05,WEST DELHI,6,IQBAL SINGH (SONU),Independent,2181,5,2186,0.15,0
4715,NCT OF Delhi,U05,WEST DELHI,6,NAVIN CHANDRA DAS,Independent,1706,0,1706,0.12,0
4716,NCT OF Delhi,U05,WEST DELHI,6,PRAVESH SHARMA,Independent,1755,2,1757,0.12,0
4717,NCT OF Delhi,U05,WEST DELHI,6,BALBIR SINGH,Independent,1024,0,1024,0.07,0
4718,NCT OF Delhi,U05,WEST DELHI,6,M. MISHRA,Independent,652,0,652,0.05,0
4719,NCT OF Delhi,U05,WEST DELHI,6,RAMESH CHAND VERMA,Independent,312,0,312,0.02,0
4720,NCT OF Delhi,U05,WEST DELHI,6,RAJIV KUMAR,Independent,365,0,365,0.03,0
4721,NCT OF Delhi,U05,WEST DELHI,6,HARSH VARDHAN SHUKLA,Independent,582,0,582,0.04,0
4722,NCT OF Delhi,U05,WEST DELHI,6,NOTA,None of the Above,8883,54,8937,0.62,0
4723,Odisha,S18,Aska,19,Anita Subhadarshini,Bharatiya Janata Party,346249,1793,348042,34.33,0
4724,Odisha,S18,Aska,19,Purna Chandra Nayak,Bahujan Samaj Party,8527,22,8549,0.84,0
4725,Odisha,S18,Aska,19,Pramila Bisoyi,Biju Janata Dal,552364,385,552749,54.52,0
4726,Odisha,S18,Aska,19,Rama Krushna Panda,Communist Party of India,59889,89,59978,5.92,0
4727,Odisha,S18,Aska,19,Rajeeb Chandra Khadanga,All India Forward Bloc,5984,3,5987,0.59,0
4728,Odisha,S18,Aska,19,Sankar Sahu,Communist Party of India (Marxist-Leninist) Red Star,5995,4,5999,0.59,0
4729,Odisha,S18,Aska,19,Chakradhar Sahu,Independent,7733,5,7738,0.76,0
4730,Odisha,S18,Aska,19,K. Shyambabu Subudhi,Independent,7470,6,7476,0.74,0
4731,Odisha,S18,Aska,19,NOTA,None of the Above,17330,14,17344,1.71,0
4732,Odisha,S18,Balasore,6,NAVAJYOTI PATNAIK,Indian National Congress,179070,333,179403,15.49,0
4733,Odisha,S18,Balasore,6,PRATAP CHANDRA SARANGI,Bharatiya Janata Party,481438,2420,483858,41.79,0
4734,Odisha,S18,Balasore,6,RABINDRA KUMAR JENA,Biju Janata Dal,470242,660,470902,40.67,0
4735,Odisha,S18,Balasore,6,HAJI SK ABDUL ISTAR,All India Trinamool Congress,3898,2,3900,0.34,0
4736,Odisha,S18,Balasore,6,MOHAMMED ALLI,Ambedkar National Congress,1349,7,1356,0.12,0
4737,Odisha,S18,Balasore,6,RAMAKANTA PANDA,Purvanchal Janta Party (Secular),1241,0,1241,0.11,0
4738,Odisha,S18,Balasore,6,SUBHASH,Pragatishil Samajwadi Party (Lohia),823,2,825,0.07,0
4739,Odisha,S18,Balasore,6,JAGANNATH DAS,Independent,813,3,816,0.07,0
4740,Odisha,S18,Balasore,6,BASANTALATA PATTANAYAK,Independent,1419,3,1422,0.12,0
4741,Odisha,S18,Balasore,6,JADUNATH SETHI,Independent,1675,1,1676,0.14,0
4742,Odisha,S18,Balasore,6,RAMANATH BARIK,Independent,2451,3,2454,0.21,0
4743,Odisha,S18,Balasore,6,SAROJ KUMAR PANDA,Independent,2580,2,2582,0.22,0
4744,Odisha,S18,Balasore,6,NOTA,None of the Above,7422,14,7436,0.64,0
4745,Odisha,S18,Bargarh,1,Kousika Suna,Bahujan Samaj Party,10980,76,11056,0.89,0
4746,Odisha,S18,Bargarh,1,Pradeep Kumar Debta,Indian National Congress,108898,519,109417,8.77,0
4747,Odisha,S18,Bargarh,1,Prasanna Acharya,Biju Janata Dal,516229,1077,517306,41.45,0
4748,Odisha,S18,Bargarh,1,Suresh Pujari,Bharatiya Janata Party,577074,4171,581245,46.58,0
4749,Odisha,S18,Bargarh,1,Kulamani Urma,Independent,8342,4,8346,0.67,0
4750,Odisha,S18,Bargarh,1,M D Nizamuddin,Independent,6370,5,6375,0.51,0
4751,Odisha,S18,Bargarh,1,NOTA,None of the Above,14127,40,14167,1.14,0
4752,Odisha,S18,Berhampur,20,V.CHANDRASEKHAR NAIDU,Indian National Congress,142372,260,142632,14.41,0
4753,Odisha,S18,Berhampur,20,CHANDRA SEKHAR SAHU,Biju Janata Dal,443145,698,443843,44.84,0
4754,Odisha,S18,Berhampur,20,TIRUPATHI RAO KARANAM,Bahujan Samaj Party,8252,38,8290,0.84,0
4755,Odisha,S18,Berhampur,20,BHRUGU BAXIPATRA,Bharatiya Janata Party,347302,1697,348999,35.26,0
4756,Odisha,S18,Berhampur,20,SRIHARI PATNAIK,Odisha Pragati Dal,8293,11,8304,0.84,0
4757,Odisha,S18,Berhampur,20,SOMANATH BEHERA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),8283,13,8296,0.84,0
4758,Odisha,S18,Berhampur,20,CHAKRADHAR SAHU,Independent,7076,5,7081,0.72,0
4759,Odisha,S18,Berhampur,20,K. SHYAMBABU SUBUDHI,Independent,8077,7,8084,0.82,0
4760,Odisha,S18,Berhampur,20,NOTA,None of the Above,14363,18,14381,1.45,0
4761,Odisha,S18,Bhadrak,7,AVIMANYU SETHI,Bharatiya Janata Party,480122,3380,483502,39.51,0
4762,Odisha,S18,Bhadrak,7,TILOTTAMA JENA,All India Trinamool Congress,3312,15,3327,0.27,0
4763,Odisha,S18,Bhadrak,7,MADHUMITA SETHI,Indian National Congress,207235,576,207811,16.98,0
4764,Odisha,S18,Bhadrak,7,MANJULATA MANDAL,Biju Janata Dal,511032,1273,512305,41.86,0
4765,Odisha,S18,Bhadrak,7,MURALIDHAR JENA,Bahujan Samaj Party,4694,14,4708,0.38,0
4766,Odisha,S18,Bhadrak,7,KIRTAN BIHARI MALIK,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1428,2,1430,0.12,0
4767,Odisha,S18,Bhadrak,7,LAXMIPRIYA JENA,Kalinga Sena,1551,5,1556,0.13,0
4768,Odisha,S18,Bhadrak,7,PITAMBAR SETHI,Independent,2574,5,2579,0.21,0
4769,Odisha,S18,Bhadrak,7,NOTA,None of the Above,6525,11,6536,0.53,0
4770,Odisha,S18,Bhubaneswar,18,APARAJITA SARANGI,Bharatiya Janata Party,485793,1198,486991,48.45,0
4771,Odisha,S18,Bhubaneswar,18,Arup Mohan Patnaik,Biju Janata Dal,462911,241,463152,46.07,0
4772,Odisha,S18,Bhubaneswar,18,JANARDAN PATI,Communist Party of India  (Marxist),22993,33,23026,2.29,0
4773,Odisha,S18,Bhubaneswar,18,SUBHRANSHU SEKHAR PADHI,All India Trinamool Congress,2330,14,2344,0.23,0
4774,Odisha,S18,Bhubaneswar,18,LALITA KUMAR NAYAK,Bahujan Samaj Party,2774,6,2780,0.28,0
4775,Odisha,S18,Bhubaneswar,18,PRAMILA BEHERA,Communist Party of India (Marxist-Leninist) Red Star,1474,8,1482,0.15,0
4776,Odisha,S18,Bhubaneswar,18,BISWANATH ROUT,Krupaa Party,2814,2,2816,0.28,0
